,match_id,result,goals,team_id,team_name,team_rating,date,att_goal_low_left,won_contest,possession_percentage,total_throws,att_miss_high_left,blocked_scoring_att,total_scoring_att,att_sv_low_left,total_tackle,att_miss_high_right,aerial_won,att_miss_right,att_sv_low_centre,aerial_lost,accurate_pass,total_pass,won_corners,shot_off_target,ontarget_scoring_att,att_miss_left,fk_foul_lost,att_sv_low_right,att_goal_low_centre,total_offside,att_sv_high_left,att_goal_high_left,att_miss_high,att_goal_low_right,att_goal_high_right,att_sv_high_centre,att_post_high,post_scoring_att,att_sv_high_right,penalty_save,att_pen_goal,att_post_right,att_post_left,att_goal_high_centre
377,829701,0,1,24,Aston Villa,7.29769230769231,02/12/2014,0,6,53.8,17,1,1,5,0,40,0,21,0,1,23,309,427,2,1,3,0,15,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
378,829702,0,0,24,Aston Villa,6.83214285714286,01/01/2015,0,9,69.2,18,1,4,14,0,25,0,14,1,1,16,514,601,5,7,3,1,11,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0
379,829702,0,0,162,Crystal Palace,6.89307692307692,01/01/2015,0,9,30.8,21,1,2,6,0,22,1,16,0,0,14,202,271,2,4,0,0,12,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0
380,829703,0,3,29,West Ham,7.595,18/01/2015,0,15,54.1,39,0,4,17,1,18,1,36,0,1,22,382,502,4,7,6,3,5,0,1,1,0,0,2,2,0,1,0,1,0,0,0,1,0,0
381,829703,0,0,214,Hull,6.42357142857143,18/01/2015,0,12,45.9,13,0,3,9,1,20,0,22,0,2,36,330,430,7,3,3,3,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,829704,0,0,96,Stoke,6.49571428571429,22/12/2014,0,13,50.8,30,0,7,13,0,19,1,21,0,0,14,359,439,6,4,2,2,11,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383,829704,0,2,15,Chelsea,7.51785714285714,22/12/2014,1,13,49.2,27,0,4,15,2,37,0,14,1,2,21,367,452,5,5,6,3,4,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,829705,0,1,175,West Bromwich Albion,6.65071428571429,02/12/2014,0,12,57.6,25,0,8,22,1,10,4,23,1,1,30,355,487,7,9,5,3,11,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
385,829705,0,2,29,West Ham,7.08,02/12/2014,0,4,42.4,14,0,5,12,0,18,0,30,0,2,23,254,362,3,1,6,1,17,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
386,829706,0,2,214,Hull,7.43714285714286,01/01/2015,0,13,44.5,9,0,3,14,1,30,0,24,2,1,17,238,331,4,6,5,2,16,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1
387,829706,0,0,31,Everton,6.37615384615385,01/01/2015,0,16,55.5,21,0,1,9,0,12,0,17,1,1,24,328,424,8,5,3,1,15,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
388,829707,0,5,13,Arsenal,8.00928571428571,01/02/2015,1,16,48,14,0,2,13,1,16,0,25,0,0,13,420,508,7,3,8,1,6,0,0,3,1,0,0,4,0,0,1,2,1,0,1,0,1,0
389,829707,0,0,24,Aston Villa,6.01214285714286,01/02/2015,0,10,52,20,0,2,9,0,18,0,13,3,0,25,464,549,7,5,2,1,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
390,829708,0,2,30,Tottenham,7.24,20/12/2014,1,13,65.2,23,1,6,23,3,21,2,29,2,0,15,495,613,9,11,6,3,9,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0
391,829708,0,1,184,Burnley,6.60642857142857,20/12/2014,0,7,34.8,22,0,0,9,1,12,0,15,3,0,29,212,316,6,4,5,1,8,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
392,829709,0,3,15,Chelsea,7.35071428571429,03/12/2014,0,13,38.7,33,0,1,12,2,17,1,8,1,2,9,304,380,1,3,8,1,9,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1
393,829709,0,0,30,Tottenham,6.41357142857143,03/12/2014,0,12,61.3,18,1,1,10,1,31,1,9,2,0,8,522,604,6,7,2,0,9,0,0,2,0,0,2,0,0,1,1,1,0,0,0,0,0,0
394,829710,0,2,26,Liverpool,6.79642857142857,01/01/2015,1,9,58.8,20,1,3,18,1,22,1,20,2,2,16,395,481,4,9,6,2,13,0,0,2,1,0,3,1,0,0,0,0,0,0,2,0,0,0
395,829710,0,2,14,Leicester,6.79642857142857,01/01/2015,1,12,41.2,30,3,5,16,1,19,0,16,1,0,20,241,332,5,8,3,2,10,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
396,829711,0,1,15,Chelsea,6.81785714285714,31/01/2015,0,13,42.8,25,0,0,3,0,29,0,25,0,1,18,296,416,1,1,2,1,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,829711,0,1,167,Manchester City,6.71214285714286,31/01/2015,0,12,57.2,32,0,0,9,1,27,0,18,2,0,25,436,544,8,4,5,1,14,1,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0
398,829712,0,2,29,West Ham,7.335,20/12/2014,1,8,47.8,35,0,3,10,0,16,0,49,2,0,26,250,347,9,5,2,2,8,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399,829712,0,0,14,Leicester,6.47357142857143,20/12/2014,0,13,52.2,28,1,4,10,0,18,1,26,0,0,49,270,382,4,2,4,0,17,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
400,829713,0,1,31,Everton,6.87307692307692,03/12/2014,1,10,57.5,30,1,3,13,0,16,0,28,2,3,18,444,526,6,5,5,1,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
401,829713,0,1,214,Hull,6.74785714285714,03/12/2014,0,5,42.5,19,0,3,8,0,28,2,18,0,0,28,292,384,4,4,1,1,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,829714,0,3,167,Manchester City,7.15857142857143,01/01/2015,1,8,63.8,13,1,9,32,1,15,1,14,1,4,13,591,655,10,11,12,4,14,2,1,1,0,1,3,0,0,0,0,1,2,0,0,1,0,0
403,829714,0,2,16,Sunderland,6.66785714285714,01/01/2015,0,7,36.2,14,0,0,4,1,20,0,13,0,0,14,280,373,4,0,4,0,7,0,0,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0
404,829715,0,0,162,Crystal Palace,6.72714285714286,31/01/2015,0,10,54.1,30,1,5,13,0,21,0,32,0,1,18,344,441,6,5,3,1,12,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
405,829715,0,1,31,Everton,7.33615384615385,31/01/2015,0,9,45.9,25,1,6,14,0,24,0,18,1,0,32,300,390,1,6,2,2,14,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
406,829716,0,2,13,Arsenal,7.07538461538462,26/12/2014,0,21,55.9,18,1,4,15,0,15,2,20,1,0,16,448,539,6,6,5,0,6,2,1,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0
407,829716,0,1,171,Queens Park Rangers,6.55214285714286,26/12/2014,0,4,44.1,17,1,8,16,1,26,1,16,1,0,20,326,422,2,6,2,2,15,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
408,829717,0,1,16,Sunderland,6.23230769230769,03/12/2014,0,12,35.5,28,0,5,8,0,17,0,13,1,0,9,322,417,2,1,2,0,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
409,829717,0,4,167,Manchester City,7.37714285714286,03/12/2014,1,13,64.5,14,0,1,15,0,21,1,9,1,0,13,686,762,0,10,4,4,8,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0
410,829718,0,3,23,Newcastle United,6.82642857142857,01/01/2015,1,9,51.5,30,0,3,10,0,18,0,26,1,1,32,305,408,5,3,4,0,12,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
411,829718,0,3,184,Burnley,7.00642857142857,01/01/2015,0,3,48.5,24,0,3,15,0,25,0,32,1,0,26,282,392,5,8,4,1,13,0,0,0,1,0,2,2,0,0,2,4,1,0,0,1,1,0
412,829719,0,0,184,Burnley,6.56285714285714,26/12/2014,0,8,47.6,36,1,4,16,0,15,1,28,2,0,24,329,451,8,12,0,2,7,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0
413,829719,0,1,26,Liverpool,7.18928571428571,26/12/2014,1,9,52.4,27,0,5,10,1,27,0,24,1,0,28,401,529,2,2,3,0,5,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
414,829720,0,2,24,Aston Villa,7.12357142857143,07/12/2014,0,13,64.8,21,1,4,16,2,12,0,21,0,1,23,474,547,5,5,7,2,9,2,1,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0
415,829720,0,1,14,Leicester,6.56285714285714,07/12/2014,0,5,35.2,22,1,1,10,0,22,0,23,1,2,21,201,284,5,5,4,3,14,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
416,829721,0,1,171,Queens Park Rangers,7.11583333333333,01/01/2015,1,6,41.4,22,0,10,24,1,18,1,36,2,3,25,235,365,4,8,6,3,22,1,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0
417,829721,0,1,259,Swansea,6.94769230769231,01/01/2015,1,10,58.6,23,0,8,25,0,12,0,25,3,4,36,381,512,9,11,6,8,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
418,829722,0,2,15,Chelsea,7.37928571428571,26/12/2014,1,12,64.7,30,0,6,28,1,21,3,25,2,2,22,473,577,8,13,9,5,8,1,0,1,2,0,3,1,0,1,0,0,0,0,0,0,0,0
419,829722,0,0,29,West Ham,6.52714285714286,26/12/2014,0,13,35.3,10,0,0,6,0,15,0,22,2,0,25,214,300,6,6,0,2,14,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0
420,829723,0,0,214,Hull,6.80571428571429,06/12/2014,0,2,49.3,26,2,3,12,0,17,0,16,1,0,24,386,481,3,7,2,4,10,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
421,829723,0,0,175,West Bromwich Albion,6.82428571428571,06/12/2014,0,6,50.7,22,0,2,6,0,16,0,24,1,0,16,406,515,2,1,3,0,16,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,829724,0,2,18,Southampton,7.27142857142857,01/01/2015,1,3,41.5,19,1,2,13,0,21,1,17,0,3,12,314,395,2,5,6,1,14,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0
423,829724,0,0,13,Arsenal,6.28615384615385,01/01/2015,0,13,58.5,30,1,1,11,1,14,1,12,0,4,17,473,557,7,4,6,1,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
424,829725,0,0,26,Liverpool,7.11153846153846,06/12/2014,0,17,53.2,21,0,7,15,1,24,3,16,0,1,23,378,457,5,6,2,2,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425,829725,0,0,16,Sunderland,6.89214285714286,06/12/2014,0,6,46.8,26,0,2,7,1,18,1,23,2,0,16,319,412,7,4,1,0,15,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426,829726,0,1,96,Stoke,6.83416666666667,01/01/2015,0,5,34.1,23,3,4,11,0,23,1,13,0,1,17,148,249,11,5,2,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1
427,829726,0,1,32,Manchester United,6.695,01/01/2015,0,4,65.9,22,0,0,6,0,12,0,17,0,0,13,426,506,7,4,2,2,12,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0
428,829727,0,1,167,Manchester City,7.045,06/12/2014,1,8,51.3,15,1,12,19,0,22,0,14,1,2,14,416,485,11,4,3,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
429,829727,0,0,31,Everton,6.65461538461538,06/12/2014,0,15,48.7,19,0,5,9,0,16,1,14,0,1,14,385,467,7,2,2,0,11,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
430,829728,0,5,30,Tottenham,7.26071428571429,01/01/2015,2,7,46.2,23,0,1,11,0,30,0,18,1,3,16,325,425,5,2,8,0,14,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,1,0
431,829728,0,3,15,Chelsea,6.66307692307692,01/01/2015,1,10,53.8,32,0,3,19,0,29,0,16,3,1,18,382,499,3,9,7,3,10,3,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0
432,829729,0,2,23,Newcastle United,7.08071428571429,06/12/2014,0,11,33.5,19,0,3,10,0,23,0,20,3,1,36,222,314,1,4,3,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
433,829729,0,1,15,Chelsea,6.86,06/12/2014,1,10,66.5,24,1,5,26,0,25,1,36,4,3,20,533,627,10,13,8,4,6,2,0,4,0,0,2,0,0,1,0,1,1,0,0,1,0,0
434,829730,0,1,29,West Ham,6.84285714285714,01/01/2015,0,11,45.8,31,1,2,8,0,18,0,10,1,2,13,307,398,0,3,3,0,6,0,0,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0
435,829730,0,1,175,West Bromwich Albion,6.70714285714286,01/01/2015,0,4,54.2,13,0,3,14,1,17,1,13,5,0,10,382,487,1,8,3,1,13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
436,829731,0,2,171,Queens Park Rangers,7.43785714285714,06/12/2014,0,7,51,22,0,4,11,2,13,1,39,0,2,29,295,403,3,1,6,0,12,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
437,829731,0,0,184,Burnley,6.62071428571429,06/12/2014,0,8,49,25,2,5,15,0,18,0,29,2,2,39,252,378,11,7,3,3,12,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
438,829732,0,3,13,Arsenal,7.49857142857143,11/01/2015,2,21,53.8,14,0,1,14,2,22,1,18,0,0,18,427,496,9,7,6,3,11,1,0,4,0,0,2,1,0,0,1,1,0,0,0,0,0,0
439,829732,0,0,96,Stoke,6.25357142857143,11/01/2015,0,9,46.2,22,0,1,7,0,25,0,18,0,1,18,344,427,1,4,2,3,11,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
440,829733,0,1,18,Southampton,6.51846153846154,08/12/2014,0,5,51.9,28,1,3,15,1,28,0,18,4,1,13,407,510,5,8,4,1,12,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0
441,829733,0,2,32,Manchester United,6.97857142857143,08/12/2014,1,10,48.1,18,0,0,3,0,27,0,13,0,0,18,384,478,1,1,2,1,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
442,829734,0,3,96,Stoke,6.92785714285714,06/12/2014,0,14,42.5,17,1,3,13,0,20,1,22,0,0,12,245,332,3,6,4,4,17,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
443,829734,0,2,13,Arsenal,6.62857142857143,06/12/2014,1,19,57.5,18,1,3,14,2,14,0,12,0,0,22,374,453,9,5,6,1,14,0,1,3,1,0,2,0,0,0,0,1,1,0,1,1,0,0
444,829735,0,0,30,Tottenham,7.15928571428571,06/12/2014,0,6,67.6,24,1,3,14,0,29,0,29,2,0,24,501,605,2,8,3,2,11,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
445,829735,0,0,162,Crystal Palace,7.16166666666667,06/12/2014,0,10,32.4,19,0,6,16,2,31,1,24,2,1,29,174,274,12,6,4,1,10,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
446,829736,0,1,96,Stoke,6.87571428571429,25/04/2015,0,8,60.5,26,1,7,23,1,19,0,29,1,4,8,320,415,9,8,8,1,14,0,0,2,1,0,5,0,1,1,0,0,0,0,0,0,0,0
447,829736,0,1,16,Sunderland,6.92333333333333,25/04/2015,0,7,39.5,27,3,2,15,1,18,0,8,2,1,29,195,274,8,8,5,3,15,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
448,829737,0,0,162,Crystal Palace,6.55571428571429,18/04/2015,0,13,68.1,29,2,5,19,1,21,2,16,2,1,22,373,460,7,10,4,0,17,1,0,1,0,0,3,0,0,1,1,1,0,0,0,0,0,0
449,829737,0,2,175,West Bromwich Albion,7.41142857142857,18/04/2015,1,6,31.9,21,0,1,8,1,24,0,22,1,0,16,133,221,6,3,4,2,17,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
450,829738,0,1,24,Aston Villa,6.90785714285714,09/05/2015,0,4,58.2,31,1,2,14,1,10,1,14,3,2,15,385,475,2,7,5,1,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
451,829738,0,0,29,West Ham,6.50928571428571,09/05/2015,0,2,41.8,25,0,1,6,0,19,0,15,1,0,14,251,336,6,4,1,1,13,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
452,829739,0,0,175,West Bromwich Albion,7.03571428571429,25/04/2015,0,3,26.8,13,0,0,10,1,33,0,17,3,0,19,128,236,2,6,4,3,12,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
453,829739,0,0,26,Liverpool,6.82615384615385,25/04/2015,0,10,73.2,20,1,9,22,1,10,0,19,1,1,17,572,673,4,9,4,2,11,0,0,1,0,0,4,0,0,2,1,1,0,0,0,0,0,0
454,829740,0,3,32,Manchester United,7.44857142857143,15/03/2015,1,11,51.6,22,0,3,11,0,32,0,12,3,0,12,421,508,4,5,3,1,12,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0
455,829740,0,0,30,Tottenham,6.14071428571429,15/03/2015,0,12,48.4,29,1,2,5,0,20,0,12,0,0,12,393,476,2,2,1,1,10,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,829741,0,4,32,Manchester United,7.21642857142857,12/04/2015,0,12,58.6,25,0,3,11,1,15,0,14,1,1,17,442,546,1,1,7,0,9,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
457,829741,0,2,167,Manchester City,6.57285714285714,12/04/2015,1,7,41.4,28,0,4,10,0,22,2,17,1,1,14,273,385,5,3,3,0,16,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,829742,0,4,30,Tottenham,7.08642857142857,21/03/2015,2,9,65.8,31,0,1,10,0,24,0,23,1,1,18,460,573,5,5,4,0,8,0,1,1,0,0,3,0,0,0,0,1,0,0,1,0,1,0
459,829742,0,3,14,Leicester,6.82857142857143,21/03/2015,3,10,34.2,37,0,3,14,0,32,0,18,2,2,23,175,284,4,6,5,2,9,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
460,829743,0,2,171,Queens Park Rangers,7.17285714285714,16/05/2015,1,6,47.5,29,0,1,8,0,34,1,23,1,1,26,194,315,3,3,4,1,12,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
461,829743,0,1,23,Newcastle United,7.04571428571428,16/05/2015,0,24,52.5,29,1,9,22,3,30,0,26,1,1,23,219,338,12,5,8,2,8,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
462,829744,0,1,18,Southampton,7.18928571428571,03/03/2015,0,15,62.2,37,2,8,23,1,25,2,27,1,0,26,381,491,10,12,3,4,11,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
463,829744,0,0,162,Crystal Palace,6.75,03/03/2015,0,10,37.8,32,1,1,9,1,23,0,26,1,2,27,195,297,2,5,3,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
464,829745,0,1,15,Chelsea,6.73571428571429,10/05/2015,0,11,47.8,20,0,4,8,0,24,0,9,0,1,10,342,433,6,1,3,1,13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
465,829745,0,1,26,Liverpool,6.82428571428571,10/05/2015,0,15,52.2,15,0,3,15,1,18,1,10,1,1,9,402,468,4,8,4,5,11,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
466,829746,0,1,31,Everton,7.05214285714286,18/04/2015,1,9,65.6,16,0,4,21,3,14,0,20,4,2,29,420,506,5,9,8,3,12,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
467,829746,0,0,184,Burnley,6.58928571428571,18/04/2015,0,7,34.4,21,0,4,10,0,8,0,29,0,0,20,164,263,6,5,1,0,15,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0
468,829747,0,3,24,Aston Villa,6.93357142857143,02/05/2015,1,6,50.4,24,0,3,11,0,18,0,19,4,0,6,351,441,5,4,4,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
469,829747,0,2,31,Everton,6.37769230769231,02/05/2015,0,8,49.6,32,0,3,9,0,14,1,6,0,1,19,324,429,3,1,5,0,12,2,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1
470,829748,0,0,16,Sunderland,6.34846153846154,14/03/2015,0,15,40.4,19,1,3,12,0,30,1,14,3,1,16,268,368,2,7,2,0,10,1,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0
471,829748,0,4,24,Aston Villa,7.52071428571429,14/03/2015,2,14,59.6,28,0,2,14,0,17,0,16,2,2,14,463,556,5,4,8,0,9,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
472,829749,0,0,171,Queens Park Rangers,6.52214285714286,12/04/2015,0,5,39.9,30,1,6,15,0,25,0,21,3,1,34,171,304,5,5,4,0,12,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
473,829749,0,1,15,Chelsea,7.17071428571429,12/04/2015,1,11,60.1,27,1,2,9,0,17,1,34,0,0,21,329,470,6,6,1,2,6,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
474,829750,0,1,29,West Ham,6.93714285714286,21/03/2015,1,1,53.9,44,0,7,15,1,10,0,29,3,1,19,274,365,6,4,4,1,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,829750,0,0,16,Sunderland,6.66571428571429,21/03/2015,0,5,46.1,18,0,1,7,1,22,3,19,0,1,29,212,330,4,3,3,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
476,829751,0,6,18,Southampton,7.43071428571429,16/05/2015,0,6,35.6,16,0,3,18,1,10,1,14,3,3,15,222,295,6,4,11,0,19,0,2,3,0,0,0,0,2,1,0,0,0,0,0,0,0,2
477,829751,0,1,24,Aston Villa,6.08857142857143,16/05/2015,0,10,64.4,19,0,1,9,2,7,2,15,0,1,14,466,547,3,4,4,1,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
478,829752,0,0,29,West Ham,6.69692307692308,04/03/2015,0,8,44.9,23,0,7,18,0,15,1,17,2,2,28,235,331,5,6,5,1,10,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
479,829752,0,1,15,Chelsea,7.24071428571429,04/03/2015,0,12,55.1,20,0,5,12,0,16,0,28,2,2,17,315,429,4,4,3,0,10,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
480,829753,0,1,162,Crystal Palace,6.42285714285714,09/05/2015,1,10,37.5,20,1,3,13,0,9,0,21,2,2,20,181,267,7,6,4,3,13,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,829753,0,2,32,Manchester United,7.005,09/05/2015,1,6,62.5,17,0,5,13,0,26,1,20,1,0,21,396,477,6,4,4,1,12,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
482,829754,0,1,214,Hull,7.06285714285714,28/04/2015,1,4,31.2,23,0,1,7,1,30,0,14,1,1,15,168,260,7,2,4,1,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
483,829754,0,0,26,Liverpool,6.81571428571429,28/04/2015,0,13,68.8,26,0,2,12,4,28,0,15,0,3,14,498,591,7,1,9,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
484,829755,0,1,15,Chelsea,7.13857142857143,03/05/2015,0,14,61.7,21,0,2,17,0,24,1,31,3,4,17,466,556,3,8,7,2,12,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0
485,829755,0,0,162,Crystal Palace,6.63928571428572,03/05/2015,0,14,38.3,20,0,3,8,0,26,0,17,4,1,31,222,322,6,4,1,0,13,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
486,829756,0,0,259,Swansea,6.67428571428571,16/03/2015,0,9,46.3,20,0,4,10,1,19,1,11,1,1,6,395,483,4,3,3,0,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
487,829756,0,1,26,Liverpool,7.19769230769231,16/03/2015,0,11,53.7,14,2,3,16,0,27,1,6,1,1,11,479,566,5,8,5,2,16,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
488,829757,0,2,18,Southampton,7.19285714285714,11/04/2015,0,4,54,13,0,2,9,0,19,0,19,2,2,20,446,550,2,3,4,0,7,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0
489,829757,0,0,214,Hull,6.50285714285714,11/04/2015,0,6,46,19,1,5,15,1,20,2,20,1,2,19,354,463,5,6,4,1,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
490,829758,0,4,13,Arsenal,7.45214285714286,04/04/2015,2,15,48.6,15,0,2,16,1,24,0,9,1,3,8,400,479,6,4,10,2,7,1,0,4,0,2,0,0,0,0,0,1,1,0,0,0,1,0
491,829758,0,1,26,Liverpool,6.375,04/04/2015,1,15,51.4,27,0,2,13,0,25,1,8,2,0,9,421,509,5,9,2,4,9,1,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0
492,829759,0,0,16,Sunderland,7.04571428571429,16/05/2015,0,7,50.6,25,1,5,13,1,23,1,34,1,0,21,190,304,8,5,3,2,14,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
493,829759,0,0,14,Leicester,7.03076923076923,16/05/2015,0,8,49.4,21,2,7,11,0,21,0,21,1,0,34,172,290,9,4,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
494,829760,0,2,26,Liverpool,7.27642857142857,04/03/2015,1,16,63.1,20,1,5,20,2,9,1,17,2,1,17,582,677,6,7,8,0,8,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
495,829760,0,0,184,Burnley,6.52214285714286,04/03/2015,0,7,36.9,27,1,4,9,0,27,1,17,0,0,17,280,387,5,4,1,2,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,829761,0,0,31,Everton,6.38714285714286,09/05/2015,0,15,73,15,0,9,22,2,15,0,8,3,1,13,511,595,16,9,4,3,10,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,1,0
497,829761,0,2,16,Sunderland,7.21214285714286,09/05/2015,0,8,27,16,0,3,10,0,25,1,13,2,1,8,146,230,1,4,3,1,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
498,829762,0,2,14,Leicester,7.47428571428571,18/04/2015,2,13,41.1,25,0,2,18,0,32,2,19,3,0,11,247,355,6,10,6,2,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
499,829762,0,0,259,Swansea,6.46071428571428,18/04/2015,0,13,58.9,21,1,2,10,2,14,1,11,0,2,19,440,534,3,2,6,0,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500,829763,0,1,214,Hull,6.32357142857143,04/05/2015,0,7,32.3,13,0,1,8,0,13,0,22,2,0,18,228,315,0,6,1,2,8,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0
