,Unnamed: 0,match_id,result,goals,team_id,team_name,team_rating,date,won_corners,att_sv_low_centre,won_contest,total_tackle,aerial_lost,possession_percentage,accurate_pass,total_pass,att_sv_low_right,total_throws,shot_off_target,total_offside,blocked_scoring_att,ontarget_scoring_att,att_miss_high_right,aerial_won,att_miss_high,att_miss_left,total_scoring_att,fk_foul_lost,att_miss_right,att_goal_low_left,att_sv_low_left,att_goal_low_centre,att_miss_high_left,att_sv_high_centre,att_goal_low_right,att_sv_high_right,att_sv_high_left,att_pen_goal,att_goal_high_right,att_goal_high_left,post_scoring_att,att_post_left,att_post_right,att_post_high,att_goal_high_centre,penalty_save
471,471,959764,3,3,29,West Ham,7.275,29/08/2015,7,0,9,25,17,37.3,238,326,1,16,4,0,3,5,0,14,2,2,12,12,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
472,472,959765,0,0,175,West Bromwich Albion,6.172142857142861,30/04/2016,8,1,10,13,27,40.8,223,332,0,32,7,3,3,5,0,14,1,4,15,14,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
473,473,959765,3,3,29,West Ham,7.71928571428572,30/04/2016,6,1,14,15,14,59.2,392,494,0,15,2,1,2,4,0,27,1,1,8,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
474,474,959766,3,2,167,Manchester City,7.2,29/08/2015,9,0,13,15,3,58.7,594,645,2,13,8,1,5,5,1,9,2,4,18,9,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
475,475,959766,0,0,27,Watford,6.387857142857139,29/08/2015,3,0,8,30,9,41.3,393,458,0,11,2,1,5,0,0,3,0,2,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,476,959767,1,0,24,Aston Villa,6.98333333333333,07/05/2016,0,0,8,21,16,45.9,320,409,0,34,2,1,0,0,0,15,1,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,477,959767,1,0,23,Newcastle United,6.762857142857139,07/05/2016,5,1,6,17,15,54.1,378,455,0,47,5,1,1,3,0,16,3,2,9,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
478,478,959768,0,0,23,Newcastle United,6.39571428571429,29/08/2015,0,0,4,21,9,26.3,206,268,0,23,1,2,0,0,0,9,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,479,959768,3,1,13,Arsenal,7.043076923076921,29/08/2015,9,3,5,21,9,73.7,712,777,1,24,6,2,7,9,1,9,1,3,22,8,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
480,480,959769,1,1,183,Bournemouth,6.605,07/05/2016,5,1,12,24,13,68.6,478,566,0,38,6,1,2,4,0,5,0,1,12,5,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
481,481,959769,1,1,175,West Bromwich Albion,6.86,07/05/2016,3,0,5,28,5,31.4,177,250,0,24,6,3,2,4,0,13,0,1,12,8,3,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
482,482,959770,3,3,18,Southampton,7.497857142857139,30/08/2015,6,2,10,16,15,61.1,451,533,0,22,13,2,2,8,1,22,2,4,23,4,5,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0
483,483,959770,0,0,168,Norwich,6.19142857142857,30/08/2015,4,0,4,14,22,38.9,255,348,1,23,3,0,2,1,1,15,0,2,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,484,959771,0,0,96,Stoke,6.41,29/08/2015,6,2,14,18,9,49.1,375,446,1,16,5,2,3,5,1,12,1,2,13,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
485,485,959771,3,1,175,West Bromwich Albion,7.015,29/08/2015,5,1,9,19,12,50.9,395,456,0,25,6,3,4,5,1,9,2,0,15,9,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
486,486,959772,3,2,259,Swansea,6.94142857142857,30/08/2015,0,0,7,14,28,35.5,254,365,0,18,4,3,1,4,1,17,0,1,9,6,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
487,487,959772,0,1,32,Manchester United,6.6014285714285705,30/08/2015,1,2,9,15,17,64.5,542,657,1,17,6,1,1,4,0,28,0,2,11,15,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
488,488,959773,1,0,30,Tottenham,6.87,29/08/2015,6,1,5,25,11,49.9,372,440,3,16,8,3,6,6,0,16,3,2,20,20,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
489,489,959773,1,0,31,Everton,6.791428571428571,29/08/2015,2,1,8,17,16,50.1,368,443,0,17,4,1,1,3,0,11,1,1,8,9,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
490,490,959774,3,2,13,Arsenal,7.495,12/09/2015,13,3,12,18,7,67.6,544,628,2,19,9,3,8,12,2,12,2,1,29,6,3,2,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
491,491,959774,0,0,96,Stoke,6.453076923076921,12/09/2015,1,1,8,16,12,32.4,226,305,0,18,2,3,3,3,1,7,0,1,8,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,492,959775,0,0,162,Crystal Palace,6.668571428571429,12/09/2015,4,1,11,17,10,42.2,273,359,0,23,6,5,2,2,0,19,3,1,10,13,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
493,493,959775,3,1,167,Manchester City,6.967142857142861,12/09/2015,4,3,4,15,19,57.8,402,498,2,30,9,0,5,7,1,10,3,3,21,13,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
494,494,959776,3,3,31,Everton,7.20214285714285,12/09/2015,7,3,9,23,5,38.8,287,351,0,12,5,0,0,9,1,12,1,0,14,12,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
495,495,959776,0,1,15,Chelsea,6.465,12/09/2015,14,1,7,21,12,61.2,493,561,0,15,6,2,7,2,0,5,2,4,15,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,496,959777,3,3,14,Leicester,7.260714285714291,13/09/2015,4,1,25,32,28,48.7,298,388,1,35,9,1,6,6,0,18,2,5,21,8,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
497,497,959777,0,2,24,Aston Villa,6.77571428571429,13/09/2015,5,1,9,28,18,51.3,310,416,1,26,3,1,4,4,0,28,0,0,11,13,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
498,498,959778,3,3,32,Manchester United,7.082857142857139,12/09/2015,4,0,6,23,21,55.7,470,559,0,27,3,2,3,3,0,8,2,0,9,6,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
499,499,959778,0,1,26,Liverpool,6.38928571428571,12/09/2015,4,1,10,23,8,44.3,342,446,0,24,4,2,0,4,1,21,0,0,8,11,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
500,500,959779,3,3,168,Norwich,7.079285714285719,12/09/2015,4,0,7,21,11,47.7,336,432,0,16,8,0,0,4,0,16,1,2,12,10,4,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
501,501,959779,0,1,183,Bournemouth,6.107142857142861,12/09/2015,4,0,5,13,16,52.3,374,476,0,35,3,2,2,2,0,11,1,0,7,11,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
502,502,959780,0,0,16,Sunderland,6.712142857142861,13/09/2015,6,1,8,22,9,43.9,220,313,0,25,5,2,5,2,0,25,0,1,12,11,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
503,503,959780,3,1,30,Tottenham,7.046428571428571,13/09/2015,8,2,9,26,25,56.1,327,411,0,30,6,0,5,4,1,9,2,2,15,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,504,959781,3,1,27,Watford,6.947142857142861,12/09/2015,1,3,5,17,20,39.2,236,330,0,21,7,0,4,6,0,13,1,3,17,11,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,505,959781,0,0,259,Swansea,6.4364285714285705,12/09/2015,3,1,6,8,13,60.8,416,515,1,24,4,6,1,3,1,20,0,2,8,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
506,506,959782,1,0,175,West Bromwich Albion,6.766428571428571,12/09/2015,4,1,6,20,20,35.1,224,333,0,17,4,1,3,1,0,21,2,1,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,507,959782,1,0,18,Southampton,6.90307692307692,12/09/2015,5,2,6,12,21,64.9,523,614,0,25,6,2,5,4,1,20,1,2,15,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
508,508,959783,3,2,29,West Ham,7.35571428571429,14/09/2015,6,1,10,18,5,39.1,239,314,0,27,8,0,6,3,2,9,0,1,17,8,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
509,509,959783,0,0,23,Newcastle United,6.346428571428571,14/09/2015,7,1,8,17,9,60.9,394,477,1,36,5,2,5,4,0,5,1,0,14,11,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
510,510,959784,0,0,24,Aston Villa,6.955,19/09/2015,2,1,12,30,24,59.8,348,451,0,29,5,2,5,3,1,35,2,1,13,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
511,511,959784,3,1,175,West Bromwich Albion,7.108571428571429,19/09/2015,7,1,8,15,35,40.2,220,303,3,33,1,1,3,6,1,24,0,0,10,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
512,512,959785,3,2,183,Bournemouth,7.2778571428571395,19/09/2015,7,1,17,23,21,53.1,362,463,0,18,4,2,6,5,0,18,1,1,15,14,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
513,513,959785,0,0,16,Sunderland,6.435,19/09/2015,3,0,14,25,18,46.9,317,416,2,26,3,4,4,2,1,21,1,0,9,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,514,959786,3,2,15,Chelsea,7.158571428571429,19/09/2015,5,4,15,23,7,62.9,547,628,0,14,6,0,10,6,0,13,2,1,22,12,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
515,515,959786,0,0,13,Arsenal,6.42,19/09/2015,5,0,17,21,13,37.1,280,360,1,19,4,3,3,2,1,7,0,1,9,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
516,516,959787,1,1,26,Liverpool,6.766428571428571,20/09/2015,6,4,12,19,8,58.9,480,579,0,21,7,3,9,7,2,16,0,4,23,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
517,517,959787,1,1,168,Norwich,6.723846153846151,20/09/2015,2,1,12,15,16,41.1,279,399,0,24,4,1,1,2,0,8,2,1,7,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
518,518,959788,0,1,167,Manchester City,6.862142857142861,19/09/2015,16,3,17,19,15,71.5,596,669,0,21,9,2,10,8,2,24,2,4,27,10,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
519,519,959788,3,2,29,West Ham,7.131428571428571,19/09/2015,3,0,13,20,24,28.5,189,279,0,13,3,2,0,3,0,15,0,1,6,7,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
520,520,959789,0,1,23,Newcastle United,6.6807142857142905,19/09/2015,5,2,15,19,11,57.6,405,493,0,29,7,4,3,5,0,11,1,3,15,8,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
521,521,959789,3,2,27,Watford,7.05071428571429,19/09/2015,5,2,9,29,11,42.4,275,381,0,16,6,1,3,4,1,11,0,2,13,12,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
522,522,959790,0,2,18,Southampton,6.68,20/09/2015,5,3,11,21,15,40.8,299,382,0,16,6,1,1,8,1,17,1,3,15,6,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0
523,523,959790,3,3,32,Manchester United,6.83428571428571,20/09/2015,5,0,6,15,17,59.2,495,575,0,20,5,3,2,3,1,15,2,1,10,13,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
524,524,959791,1,2,96,Stoke,6.967142857142861,19/09/2015,4,0,15,32,28,54.1,310,432,1,23,5,3,2,4,1,34,0,0,11,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,525,959791,1,2,14,Leicester,6.76928571428571,19/09/2015,4,1,11,15,34,45.9,265,371,1,22,6,1,1,5,1,28,2,0,12,12,3,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
526,526,959792,1,0,259,Swansea,6.847857142857139,19/09/2015,2,1,8,21,11,47.9,316,407,0,24,6,3,3,3,0,13,1,2,12,12,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
527,527,959792,1,0,31,Everton,6.83384615384615,19/09/2015,4,2,10,17,13,52.1,362,454,0,18,7,1,8,2,0,11,3,0,17,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,528,959793,3,1,30,Tottenham,7.242142857142861,20/09/2015,6,0,11,32,18,57.1,358,436,3,30,6,3,9,6,0,9,3,1,21,9,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
529,529,959793,0,0,162,Crystal Palace,6.82571428571429,20/09/2015,5,1,10,31,9,42.9,237,323,1,29,4,3,4,4,2,18,1,0,12,11,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
530,530,959794,0,2,14,Leicester,6.752857142857139,26/09/2015,6,2,15,21,23,42.0,280,360,2,18,6,0,3,7,0,12,0,2,16,9,2,0,1,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0
531,531,959794,3,5,13,Arsenal,7.6421428571428605,26/09/2015,5,1,16,21,12,58.0,456,532,4,19,2,2,13,12,0,23,0,1,27,12,1,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
532,532,959795,3,3,26,Liverpool,7.20666666666667,26/09/2015,11,3,7,28,13,62.4,505,570,2,18,2,3,7,12,1,7,1,0,21,8,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0
533,533,959795,0,2,24,Aston Villa,6.833076923076921,26/09/2015,1,0,11,18,7,37.6,274,342,1,14,5,1,1,4,0,13,1,2,10,13,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
534,534,959796,3,3,32,Manchester United,7.355,26/09/2015,5,2,11,18,11,66.2,524,603,0,18,1,0,4,7,0,8,1,0,12,12,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
535,535,959796,0,0,16,Sunderland,6.31076923076923,26/09/2015,2,1,9,23,8,33.8,229,311,1,11,1,0,4,4,1,11,0,0,9,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,536,959797,1,2,23,Newcastle United,6.97357142857143,26/09/2015,4,1,11,30,20,35.5,201,293,1,28,3,1,3,5,0,17,0,2,11,12,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
537,537,959797,1,2,15,Chelsea,6.8057142857142905,26/09/2015,6,1,10,27,17,64.5,429,532,0,29,8,3,4,4,0,20,2,2,16,15,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
538,538,959798,3,3,18,Southampton,6.99428571428571,26/09/2015,4,2,4,17,13,41.5,287,380,0,17,8,6,3,6,0,17,2,0,17,18,4,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0
539,539,959798,0,1,259,Swansea,6.32071428571429,26/09/2015,3,3,5,7,17,58.5,452,542,0,20,4,3,3,4,2,13,0,0,11,14,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
540,540,959799,3,2,96,Stoke,6.921428571428571,26/09/2015,3,3,8,15,14,43.7,288,383,0,22,2,2,1,5,0,15,0,1,8,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
541,541,959799,0,1,183,Bournemouth,6.536428571428571,26/09/2015,7,3,9,16,15,56.3,394,488,1,31,2,4,4,6,0,14,0,0,12,11,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
542,542,959800,3,4,30,Tottenham,7.568571428571429,26/09/2015,5,2,13,28,23,46.0,291,407,0,31,3,5,4,8,0,15,0,1,15,17,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0
543,543,959800,0,1,167,Manchester City,6.355,26/09/2015,9,2,7,18,15,54.0,363,478,1,26,6,3,8,8,0,23,2,2,22,6,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
544,544,959801,0,0,27,Watford,6.475,27/09/2015,6,1,3,14,10,55.3,290,386,0,30,9,0,4,2,0,21,1,4,15,17,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
545,545,959801,3,1,162,Crystal Palace,6.902142857142861,27/09/2015,4,2,10,14,21,44.7,234,313,0,15,8,0,5,3,0,10,1,1,16,22,5,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
546,546,959802,0,2,175,West Bromwich Albion,6.75928571428572,28/09/2015,6,0,11,19,15,46.0,289,398,1,24,4,3,1,4,1,21,0,0,9,9,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
547,547,959802,3,3,31,Everton,6.81571428571429,28/09/2015,4,1,5,17,21,54.0,374,470,0,20,5,2,3,4,1,15,2,1,12,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
548,548,959803,1,2,29,West Ham,6.86071428571429,26/09/2015,7,3,6,17,15,42.9,264,349,2,25,8,3,4,7,3,21,0,3,19,7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
549,549,959803,1,2,168,Norwich,6.827142857142861,26/09/2015,5,2,8,16,21,57.1,386,482,0,17,5,0,4,7,0,15,2,3,16,17,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
550,550,959804,3,3,13,Arsenal,7.717142857142861,04/10/2015,3,1,16,29,11,37.8,313,389,1,12,5,2,2,5,0,12,0,4,12,8,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
551,551,959804,0,0,32,Manchester United,6.258571428571429,04/10/2015,6,2,12,22,12,62.2,548,632,1,18,3,3,1,5,1,11,0,1,9,17,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
552,552,959805,0,0,24,Aston Villa,6.76428571428571,03/10/2015,9,1,22,18,17,56.3,400,478,0,29,4,2,7,2,1,18,0,1,13,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
553,553,959805,3,1,96,Stoke,7.147142857142861,03/10/2015,5,2,12,27,18,43.7,301,381,0,25,4,2,3,5,1,17,0,0,12,12,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
554,554,959806,1,1,183,Bournemouth,6.83846153846154,03/10/2015,5,1,15,10,20,54.4,388,496,1,38,4,4,2,6,0,26,1,2,12,8,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
555,555,959806,1,1,27,Watford,6.786428571428571,03/10/2015,3,0,11,18,26,45.6,309,421,1,31,5,1,4,2,0,20,0,2,11,13,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
556,556,959807,0,1,15,Chelsea,6.375,03/10/2015,4,1,5,22,26,60.2,435,551,0,21,4,1,3,3,0,19,1,1,10,14,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
557,557,959807,3,3,18,Southampton,7.07928571428571,03/10/2015,6,2,8,19,19,39.8,259,360,0,22,4,3,4,5,1,26,1,0,13,14,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,558,959808,3,2,162,Crystal Palace,7.27307692307692,03/10/2015,8,3,17,16,16,60.4,356,443,1,33,7,3,6,8,0,14,1,2,21,14,3,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
559,559,959808,0,0,175,West Bromwich Albion,6.457142857142861,03/10/2015,3,0,15,22,14,39.6,190,302,1,18,3,1,2,2,0,16,3,0,7,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
560,560,959809,1,1,31,Everton,6.89692307692308,04/10/2015,5,0,12,27,18,50.9,298,388,0,24,2,1,8,4,0,14,0,1,14,10,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
561,561,959809,1,1,26,Liverpool,6.82846153846154,04/10/2015,11,0,10,27,14,49.1,298,372,1,23,5,0,4,4,1,18,2,1,13,19,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
562,562,959810,3,6,167,Manchester City,7.39428571428571,03/10/2015,7,3,9,20,8,64.3,498,590,0,20,8,1,4,11,0,6,1,2,23,13,4,2,2,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0
563,563,959810,0,1,23,Newcastle United,6.12428571428571,03/10/2015,3,2,10,24,6,35.7,250,335,0,13,1,3,1,4,0,8,1,0,6,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
564,564,959811,0,1,168,Norwich,6.73642857142857,03/10/2015,17,0,14,14,21,66.2,386,486,0,34,9,2,6,2,0,29,4,3,17,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
565,565,959811,3,2,14,Leicester,7.11071428571429,03/10/2015,8,0,10,31,29,33.8,153,254,2,20,8,1,3,5,0,21,1,4,16,4,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0
566,566,959812,1,2,16,Sunderland,6.677142857142861,03/10/2015,1,0,4,25,21,44.1,280,367,0,18,5,2,4,3,0,15,1,1,12,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
567,567,959812,1,2,29,West Ham,6.735,03/10/2015,8,3,9,19,15,55.9,365,440,0,26,9,2,5,6,0,21,2,4,20,11,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
568,568,959813,1,2,259,Swansea,6.90153846153846,04/10/2015,5,0,8,18,5,45.6,315,404,0,18,5,1,4,2,0,18,1,1,11,8,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
569,569,959813,1,2,30,Tottenham,6.79,04/10/2015,6,4,13,17,18,54.4,408,483,3,13,4,0,4,11,0,5,1,2,19,19,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
570,570,959814,3,2,15,Chelsea,7.167857142857139,17/10/2015,4,0,8,31,28,49.0,306,415,0,29,3,1,3,3,0,24,1,1,9,22,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
571,571,959814,0,0,24,Aston Villa,6.486153846153849,17/10/2015,4,1,10,19,24,51.0,330,424,0,31,6,0,3,1,0,28,3,2,10,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,572,959815,0,1,162,Crystal Palace,6.367142857142861,17/10/2015,1,0,6,21,13,38.5,236,326,0,26,3,2,2,1,0,13,0,2,6,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
573,573,959815,3,3,29,West Ham,7.16,17/10/2015,9,0,17,27,13,61.5,437,516,0,22,12,4,8,4,1,13,1,3,24,11,4,0,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0
574,574,959816,0,0,31,Everton,6.37384615384615,17/10/2015,5,0,13,25,11,47.2,370,458,2,22,6,0,3,3,1,15,1,2,12,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
575,575,959816,3,3,32,Manchester United,7.41071428571428,17/10/2015,3,1,12,23,15,52.8,448,524,2,20,2,1,1,7,0,11,0,1,10,14,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
576,576,959817,3,5,167,Manchester City,7.51357142857143,17/10/2015,1,3,17,14,14,54.4,470,566,1,28,5,2,0,11,0,19,1,3,16,11,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
577,577,959817,0,1,183,Bournemouth,6.067142857142861,17/10/2015,7,0,10,15,19,45.6,355,451,0,25,3,1,1,1,1,14,0,2,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
578,578,959818,3,6,23,Newcastle United,7.4042857142857095,18/10/2015,3,0,11,13,23,44.2,285,373,0,16,2,3,3,6,1,16,1,0,11,10,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
579,579,959818,0,2,168,Norwich,6.58,18/10/2015,7,2,16,26,16,55.8,374,463,1,20,6,1,6,6,0,23,1,0,18,10,3,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0
580,580,959819,1,2,18,Southampton,7.108571428571429,17/10/2015,6,0,11,15,21,50.6,269,360,0,16,5,1,2,6,1,29,1,0,13,16,1,1,4,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
581,581,959819,1,2,14,Leicester,7.08461538461538,17/10/2015,7,3,10,19,29,49.4,245,342,0,25,12,0,8,7,7,21,1,2,27,10,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
582,582,959820,0,0,259,Swansea,6.57071428571429,19/10/2015,1,2,16,18,11,54.1,489,548,0,29,10,1,2,2,3,12,1,3,14,6,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
583,583,959820,3,1,96,Stoke,6.937142857142861,19/10/2015,2,0,6,32,12,45.9,382,472,1,18,6,2,1,2,1,11,0,1,9,14,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
584,584,959821,1,0,30,Tottenham,7.1815384615384605,17/10/2015,8,2,12,41,20,48.5,304,407,1,31,4,2,5,4,1,14,2,0,13,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
585,585,959821,1,0,26,Liverpool,7.03307692307692,17/10/2015,6,3,12,29,14,51.5,332,441,0,40,4,5,5,3,0,20,0,1,12,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
586,586,959822,0,0,27,Watford,6.36071428571429,17/10/2015,3,1,8,25,12,33.3,226,306,0,18,6,1,1,1,0,10,0,1,8,11,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
587,587,959822,3,3,13,Arsenal,7.515714285714281,17/10/2015,9,1,18,17,10,66.7,551,627,0,12,5,4,6,6,0,12,1,0,17,12,2,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0
588,588,959823,3,1,175,West Bromwich Albion,6.90076923076923,17/10/2015,1,0,8,9,22,56.2,348,452,0,23,5,2,2,2,0,29,1,2,9,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
589,589,959823,0,0,16,Sunderland,6.552142857142861,17/10/2015,5,1,7,24,29,43.8,256,352,0,19,1,5,6,2,0,22,0,0,9,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
590,590,959824,3,2,13,Arsenal,7.29846153846154,24/10/2015,7,1,17,20,8,56.2,449,527,1,23,9,0,6,5,1,13,1,2,20,11,3,0,0,2,0,0,0,0,1,0,0,0,2,0,1,1,0,0
591,591,959824,0,1,31,Everton,6.7735714285714295,24/10/2015,5,2,18,36,13,43.8,322,404,0,21,3,2,2,5,0,8,0,1,10,14,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
592,592,959825,0,1,24,Aston Villa,6.698461538461539,24/10/2015,4,1,15,14,22,47.9,273,377,0,29,5,0,1,3,0,22,2,1,9,10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
